-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.5,96.0,1.5
-0.6071472018957138,96.0,1.5736170411109924
-0.7728109016719236,96.0,1.6874084500866253
-0.8632632922560168,96.0,1.749538566603897
-0.9126503032513629,96.0,1.7834616141625785
-0.9396156143869137,96.0,1.801983600280996
-1.062616294862087,96.0,1.8840406787189021
-1.2358809554826713,96.0,2.0039534348696564
-1.3304834711698412,96.0,2.0694258073327565
-1.3821364507346652,96.0,2.105173726849824
-1.4908250325911192,96.0,2.1840384635722505
-1.5501690051777015,96.0,2.227098614824245
-1.6852854534052977,96.0,2.330294455253484
-1.8617889443779712,96.0,2.4663046790015852
-2.060897415060469,96.0,2.6202217159058834
-2.211494151110693,96.41999998688698,3.0289703349910577
-2.314308661509305,96.7531999805212,3.268024955425204
-2.4279807831521265,97.00133597911214,3.502043471161174
-2.551036394349922,97.16610926093821,3.7320675988343686
-2.6821185210421534,97.24918707874468,3.9590284921004946
-2.8014032597698497,97.25220334025373,4.1655629109249555
-2.90995237514042,97.17675927506424,4.353509237471796
-3.008732072974453,97.02442408821369,4.524540399558509
-3.0986216005940235,96.79673560066871,4.680178761542889
-3.1949903602736307,96.49520087700593,4.835511347696228
-3.2833341145397337,96.1212968405392,4.996453284016504
-3.3627402628620615,96.0,5.117449562588507
-3.530431306947003,96.0,5.315833206273201
-3.6353586586622684,96.41999998688698,5.751277638331962
-3.6914621968356043,96.7531999805212,5.963577982104626
-3.7425164180447137,97.00133597911214,6.1567713005055476
-3.8034276053016782,97.16610926093821,6.346402714525185
-3.8593377953893286,97.24918707874468,6.538561403766317
